Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Country,Age_Group
02-711-1034,48,Female,High,Widowed,High School,Middle,Likhoy,Beauty & Personal Care,51.44,2,In-Store,1,3,2.0,High,Not Sensitive,0,1,High,Tablet,Other,2024-05-17,True,False,Planned,No Preference,5,Unknown,46-55
27-347-7437,44,Female,High,Married,Bachelor's,High,Mineiros,Luxury Goods,405.7,12,Online,1,3,1.0,Low,Very Sensitive,2,10,Low,Tablet,Credit Card,2024-02-17,True,True,Wants-based,Standard,14,BR,36-45
95-675-7816,19,Female,High,Widowed,Master's,Middle,Noisy-le-Grand,Groceries,311.74,11,Mixed,1,4,2.0,Low,Somewhat Sensitive,2,10,Medium,Smartphone,PayPal,2024-01-17,True,False,Impulsive,Express,11,FR,18-25
73-991-0066,35,Female,High,Single,Bachelor's,Middle,San Marcos de Colón,Baby Products,418.51,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,2024-05-01,False,True,Need-based,Standard,3,Unknown,26-35
62-273-8089,39,Male,Middle,Single,Master's,Middle,Pokrovka,Health Care,85.03,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,2024-10-06,True,True,Wants-based,Express,8,Unknown,36-45
51-220-3072,31,Male,Middle,Married,Master's,High,Shuntian,Mobile Accessories,164.94,4,In-Store,4,4,2.0,High,Somewhat Sensitive,2,2,Low,Desktop,PayPal,2024-07-18,True,True,Wants-based,Express,6,Unknown,26-35
17-648-0171,38,Female,High,Widowed,Bachelor's,Middle,João Câmara,Groceries,89.32,11,Online,1,1,0.3,Low,Somewhat Sensitive,1,3,High,Desktop,Other,2024-04-23,True,False,Wants-based,No Preference,12,BR,36-45
81-604-7906,49,Male,Middle,Divorced,High School,High,Tewulike,Hotels,61.71,6,Mixed,2,5,1.0,Low,Very Sensitive,2,7,Low,Tablet,Cash,2024-10-03,False,False,Impulsive,No Preference,12,Unknown,46-55
87-518-0375,46,Other,Middle,Divorced,High School,High,Bistrinci,Sports & Outdoors,83.33,11,In-Store,1,5,1.0,Medium,Very Sensitive,1,6,Low,Desktop,Debit Card,2024-02-27,True,True,Planned,Express,1,Unknown,46-55
53-437-2629,42,Male,High,Single,Bachelor's,Middle,Chenguang,Books,411.81,4,Mixed,1,3,1.0,High,Somewhat Sensitive,1,1,High,Smartphone,Cash,2024-04-08,True,True,Planned,Standard,1,Unknown,36-45
43-990-6454,33,Female,High,Divorced,Master's,Middle,Qorveh,Jewelry & Accessories,438.42,11,Online,3,2,2.0,Medium,Very Sensitive,0,4,Low,Tablet,Cash,2024-09-10,True,False,Planned,Express,4,IR,26-35
55-570-3804,36,Male,Middle,Widowed,Master's,Middle,Bom Despacho,Luxury Goods,189.97,2,In-Store,2,3,1.0,High,Somewhat Sensitive,0,3,Medium,Smartphone,Credit Card,2024-03-06,True,False,Need-based,Standard,8,BR,36-45
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Health Supplements,227.03,12,Online,2,2,0.0,High,Very Sensitive,2,10,Low,Desktop,PayPal,2024-07-07,True,True,Planned,Standard,2,Unknown,26-35
93-957-6269,26,Male,High,Divorced,Bachelor's,Middle,Thaton,Home Appliances,278.49,4,Mixed,5,5,0.0,Low,Somewhat Sensitive,1,5,Low,Smartphone,Credit Card,2024-09-08,True,True,Need-based,Express,8,MM,26-35
47-178-9529,37,Female,High,Divorced,Master's,Middle,Bida,Jewelry & Accessories,217.72,3,In-Store,4,4,2.0,Medium,Not Sensitive,1,4,High,Tablet,Debit Card,2024-10-16,False,True,Wants-based,No Preference,14,NG,36-45
71-573-6085,31,Female,Middle,Widowed,Master's,High,Trzemeszno,Luxury Goods,132.52,6,Mixed,1,2,0.0,Medium,Somewhat Sensitive,2,10,Low,Smartphone,Debit Card,2024-12-20,True,True,Impulsive,Express,12,Unknown,26-35
91-810-3612,36,Female,Middle,Married,Bachelor's,Middle,Dashkawka,Sports & Outdoors,379.2,7,Online,5,1,0.0,Medium,Very Sensitive,2,2,High,Smartphone,Debit Card,2024-05-28,True,True,Need-based,No Preference,7,Unknown,36-45
52-150-4629,23,Female,High,Divorced,Master's,High,Maomiaoji,Sports & Outdoors,145.98,4,In-Store,1,2,1.0,Low,Very Sensitive,2,5,High,Desktop,Other,2024-09-16,False,False,Need-based,No Preference,1,Unknown,18-25
48-918-4473,28,Male,Middle,Married,High School,High,Pingtian,Software & Apps,405.66,11,Online,5,2,1.0,Medium,Somewhat Sensitive,1,3,High,Tablet,Cash,2024-04-27,True,False,Impulsive,Express,11,Unknown,26-35
35-880-9374,36,Female,Middle,Widowed,Bachelor's,High,Karengan,Arts & Crafts,368.91,10,In-Store,1,3,2.0,High,Not Sensitive,2,10,High,Desktop,Debit Card,2024-03-21,False,False,Need-based,No Preference,7,Unknown,36-45
08-614-6177,32,Male,Middle,Widowed,Master's,Middle,Sungai Raya,Home Appliances,100.32,2,In-Store,5,1,1.0,Low,Very Sensitive,0,1,Medium,Tablet,Credit Card,2024-12-11,False,True,Planned,Express,8,ID,26-35
35-879-0014,34,Male,High,Married,Master's,Middle,Zwedru,Food & Beverages,107.82,7,Mixed,5,3,2.0,High,Very Sensitive,2,10,Low,Smartphone,Credit Card,2024-12-04,False,True,Wants-based,No Preference,2,LR,26-35
91-570-2695,50,Male,Middle,Married,High School,Middle,Ţahţā,Baby Products,83.88,11,Online,4,2,1.0,Medium,Not Sensitive,0,6,Low,Desktop,Other,2024-02-24,True,True,Planned,Express,4,EG,46-55
54-193-3526,24,Female,Middle,Widowed,Bachelor's,Middle,Masaran,Travel & Leisure (Flights,81.25,9,Online,1,2,1.0,Low,Very Sensitive,2,8,Medium,Desktop,Cash,2024-05-24,True,True,Planned,No Preference,10,Unknown,18-25
90-569-7391,18,Female,Middle,Single,Bachelor's,Middle,Skoútari,Health Supplements,197.9,11,Mixed,2,4,2.0,Medium,Not Sensitive,1,4,Low,Desktop,Debit Card,2024-04-02,True,True,Wants-based,Standard,5,Unknown,18-25
88-395-8741,44,Male,High,Divorced,High School,Middle,Jelat,Travel & Leisure (Flights,299.09,8,In-Store,1,1,2.0,High,Very Sensitive,2,7,High,Tablet,Debit Card,2024-06-24,False,False,Impulsive,Standard,14,Unknown,36-45
06-638-0433,41,Male,High,Married,High School,Middle,Doibang,Travel & Leisure (Flights,79.3,10,Online,3,2,1.0,Low,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,2024-09-03,False,False,Planned,No Preference,2,Unknown,36-45
84-208-7045,33,Male,High,Divorced,High School,High,Kazimierz Dolny,Books,55.73,12,In-Store,4,3,0.3,Medium,Not Sensitive,1,3,High,Tablet,PayPal,2024-05-19,False,True,Need-based,Express,3,Unknown,26-35
71-568-0867,46,Male,High,Single,Bachelor's,High,Margasari,Software & Apps,256.44,8,In-Store,4,1,2.0,High,Somewhat Sensitive,1,6,Medium,Tablet,Other,2024-08-04,False,False,Wants-based,Express,3,ID,46-55
69-394-1424,35,Female,High,Single,Master's,Middle,Muff,Software & Apps,494.97,12,In-Store,5,4,2.0,Low,Not Sensitive,1,5,Low,Tablet,Debit Card,2024-08-16,False,False,Planned,No Preference,7,Unknown,26-35
91-695-8237,31,Female,Middle,Widowed,High School,High,Kryva Hora,Arts & Crafts,238.58,6,Online,3,2,2.0,Medium,Very Sensitive,2,9,Medium,Tablet,PayPal,2024-06-11,True,True,Wants-based,Standard,8,Unknown,26-35
28-862-5550,49,Female,Middle,Married,Bachelor's,High,General Lavalle,Food & Beverages,403.03,12,Mixed,1,5,1.0,Medium,Somewhat Sensitive,0,1,High,Tablet,Other,2024-08-22,True,True,Wants-based,Standard,2,Unknown,46-55
85-666-7449,26,Female,High,Widowed,Bachelor's,High,Zhongzhang,Health Supplements,338.6,10,In-Store,1,3,2.0,Medium,Somewhat Sensitive,1,3,Medium,Desktop,Other,2024-08-24,False,False,Planned,No Preference,9,Unknown,26-35
30-987-7421,36,Male,Middle,Widowed,High School,High,Estacion,Furniture,365.38,11,Online,1,4,0.0,High,Somewhat Sensitive,0,9,Medium,Desktop,Cash,2024-08-01,False,False,Wants-based,Express,14,Unknown,36-45
82-692-9306,41,Male,High,Married,High School,Middle,Ropa,Baby Products,356.22,7,In-Store,2,5,0.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,2024-06-10,False,True,Planned,Express,6,Unknown,36-45
18-593-8611,22,Other,High,Single,High School,Middle,San Diego,Health Supplements,156.4,7,In-Store,4,5,2.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Credit Card,2024-11-07,False,True,Need-based,Standard,4,US,18-25
93-093-0556,42,Male,Middle,Single,Master's,Middle,Pan-an,Sports & Outdoors,454.36,3,In-Store,4,5,1.0,Low,Very Sensitive,1,8,Medium,Tablet,Cash,2024-09-16,True,False,Planned,No Preference,12,Unknown,36-45
64-915-2968,30,Female,High,Divorced,High School,Middle,Týn nad Vltavou,Packages),427.86,11,Mixed,4,3,1.0,Medium,Not Sensitive,0,6,Medium,Desktop,Debit Card,2024-03-03,True,True,Need-based,Express,8,Unknown,26-35
54-877-5699,21,Male,High,Married,Master's,High,Madan,Sports & Outdoors,340.31,10,Online,5,1,1.0,Low,Somewhat Sensitive,0,5,Low,Desktop,Other,2024-09-18,False,True,Impulsive,No Preference,14,Unknown,18-25
60-834-3348,32,Female,Middle,Married,Master's,Middle,Gafargaon,Jewelry & Accessories,433.14,10,In-Store,3,1,2.0,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,2024-07-09,False,False,Impulsive,No Preference,5,BD,26-35
77-742-5663,47,Female,Middle,Widowed,High School,High,Qingban,Jewelry & Accessories,375.7,6,Online,3,1,2.0,Low,Very Sensitive,2,10,Medium,Tablet,Other,2024-09-27,True,False,Wants-based,No Preference,10,Unknown,46-55
05-167-0833,21,Male,Middle,Single,Master's,Middle,Labège,Travel & Leisure (Flights,381.3,12,Online,2,1,1.0,High,Very Sensitive,0,4,Low,Desktop,Credit Card,2024-01-09,False,False,Planned,Express,7,Unknown,18-25
86-182-9556,34,Male,High,Widowed,High School,High,Port Elizabeth,Electronics,210.21,4,Mixed,4,1,2.0,High,Very Sensitive,0,10,High,Desktop,PayPal,2024-07-05,False,True,Need-based,No Preference,14,ZA,26-35
14-415-2802,29,Male,Middle,Widowed,Master's,High,Sauri,Health Supplements,408.81,8,Mixed,5,4,2.0,Low,Very Sensitive,1,3,Medium,Desktop,Debit Card,2024-07-16,False,True,Wants-based,Express,12,Unknown,26-35
49-469-9163,20,Female,Middle,Divorced,Bachelor's,High,Desakolot,Jewelry & Accessories,118.65,10,Mixed,1,3,0.0,Low,Very Sensitive,0,2,Low,Smartphone,Credit Card,2024-01-09,True,True,Impulsive,Standard,13,Unknown,18-25
67-937-6624,50,Male,High,Divorced,Bachelor's,Middle,Huambo,Software & Apps,166.45,7,Mixed,5,2,2.0,Low,Very Sensitive,2,1,High,Smartphone,Cash,2024-08-13,True,False,Planned,Express,12,AO,46-55
91-761-9492,29,Female,Middle,Divorced,Master's,High,Luoting,Travel & Leisure (Flights,385.32,10,Online,1,1,1.0,Low,Very Sensitive,0,1,Medium,Smartphone,PayPal,2024-09-05,True,True,Impulsive,Standard,9,Unknown,26-35
19-383-9741,37,Male,Middle,Widowed,High School,Middle,Zarechnyy,Toys & Games,161.41,9,Mixed,1,4,0.0,Low,Very Sensitive,1,8,High,Desktop,PayPal,2024-04-07,True,False,Impulsive,Standard,3,RU,36-45
71-436-6908,47,Male,High,Divorced,Bachelor's,Middle,Arnprior,Toys & Games,237.57,5,Online,3,3,0.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Cash,2024-04-25,True,True,Need-based,No Preference,11,Unknown,46-55
44-938-7475,28,Female,High,Single,Bachelor's,High,Tochio-honchō,Hotels,81.23,9,Mixed,2,5,2.0,High,Not Sensitive,1,10,Medium,Tablet,Cash,2024-03-26,False,True,Wants-based,Standard,6,JP,26-35
55-279-3045,23,Male,Middle,Single,High School,Middle,Pasadena,Hotels,257.43,5,Online,4,2,0.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Other,2024-04-14,True,True,Need-based,Standard,13,US,18-25
59-997-3903,42,Male,High,Divorced,High School,High,Barishāl,Arts & Crafts,305.73,7,Mixed,2,5,1.0,Medium,Not Sensitive,2,8,Medium,Tablet,Cash,2024-12-14,True,False,Planned,Express,14,Unknown,36-45
12-029-9344,32,Male,High,Single,Bachelor's,High,Kihurio,Toys & Games,249.82,10,In-Store,5,3,1.0,High,Not Sensitive,2,6,Medium,Tablet,PayPal,2024-08-12,True,False,Wants-based,No Preference,10,Unknown,26-35
25-285-7453,32,Male,High,Single,Bachelor's,Middle,Cluses,Arts & Crafts,78.9,3,In-Store,4,1,1.0,Low,Not Sensitive,0,1,Medium,Tablet,Debit Card,2024-09-07,False,True,Planned,Standard,10,FR,26-35
47-225-8686,29,Male,High,Widowed,High School,High,Wrząsowice,Health Care,122.55,9,Mixed,2,4,0.3,Low,Not Sensitive,2,3,Medium,Desktop,Credit Card,2024-06-28,False,False,Impulsive,Express,4,Unknown,26-35
33-519-4214,25,Other,High,Divorced,Bachelor's,Middle,Hengfeng,Mobile Accessories,307.61,6,Mixed,1,1,0.0,Low,Somewhat Sensitive,0,9,Medium,Smartphone,PayPal,2024-09-12,True,True,Need-based,No Preference,10,Unknown,18-25
30-735-8744,24,Female,Middle,Divorced,Bachelor's,High,Nawu,Mobile Accessories,465.07,8,Online,2,4,0.0,Medium,Not Sensitive,1,2,High,Desktop,Cash,2024-03-02,False,False,Wants-based,No Preference,8,Unknown,18-25
66-557-1474,25,Male,Middle,Single,Master's,Middle,Līkak,Furniture,82.13,9,Online,5,1,0.0,Medium,Somewhat Sensitive,2,6,High,Tablet,Debit Card,2024-04-09,True,True,Need-based,Express,6,Unknown,18-25
03-422-8710,49,Male,Middle,Divorced,Bachelor's,High,Yuanguping,Sports & Outdoors,425.18,4,Mixed,2,1,0.0,Medium,Very Sensitive,1,8,Medium,Tablet,PayPal,2024-03-19,True,False,Wants-based,Standard,10,Unknown,46-55
39-731-8532,39,Male,High,Married,Master's,Middle,Colón,Arts & Crafts,176.12,8,Online,2,3,1.2,Medium,Somewhat Sensitive,1,10,Low,Desktop,Credit Card,2024-06-15,True,True,Impulsive,Standard,14,VE,36-45
98-585-4742,38,Female,High,Widowed,High School,High,Ágios Andréas,Home Appliances,113.51,11,Mixed,4,1,1.0,High,Not Sensitive,2,2,Low,Desktop,Credit Card,2024-02-14,True,True,Planned,Express,8,Unknown,36-45
51-302-9537,40,Female,High,Single,Bachelor's,Middle,Cibeusi,Animal Feed,492.74,2,Mixed,1,5,2.0,Low,Very Sensitive,1,3,High,Tablet,Other,2024-02-29,True,False,Need-based,Express,13,Unknown,36-45
61-286-0069,18,Other,Middle,Widowed,Bachelor's,Middle,Kosh-Agach,Arts & Crafts,158.54,5,Online,2,1,1.0,Low,Not Sensitive,2,7,High,Smartphone,Debit Card,2024-03-31,False,False,Planned,Express,5,Unknown,18-25
35-907-0586,39,Female,High,Married,Bachelor's,High,Kuafeu,Furniture,213.39,6,Online,3,4,2.0,Medium,Not Sensitive,2,5,Medium,Desktop,Cash,2024-10-27,False,True,Planned,Standard,4,Unknown,36-45
30-522-1574,31,Male,Middle,Divorced,Bachelor's,High,Xincheng,Health Supplements,127.18,2,In-Store,5,5,1.0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Debit Card,2024-12-21,False,False,Planned,Standard,4,CN,26-35
96-915-4091,36,Female,High,Widowed,Bachelor's,Middle,Ḩawallī,Electronics,398.97,3,Online,2,3,1.0,High,Not Sensitive,2,3,High,Tablet,Debit Card,2024-09-26,False,False,Impulsive,No Preference,9,KW,36-45
67-073-5578,27,Female,Middle,Divorced,High School,Middle,São Mateus do Maranhão,Groceries,53.45,6,Mixed,2,3,1.0,High,Somewhat Sensitive,1,9,High,Tablet,Debit Card,2024-07-14,False,False,Need-based,Standard,11,BR,26-35
54-439-4748,35,Other,High,Widowed,Bachelor's,High,Borova,Health Care,375.45,6,Online,3,4,0.0,High,Not Sensitive,1,8,Medium,Smartphone,Other,2024-04-14,False,True,Impulsive,Express,1,Unknown,26-35
20-648-1010,34,Male,High,Married,High School,Middle,Zilang,Home Appliances,109.88,7,Online,4,4,1.0,Low,Very Sensitive,1,3,Medium,Smartphone,Credit Card,2024-01-05,False,True,Impulsive,Standard,11,Unknown,26-35
79-939-5393,21,Female,High,Married,High School,High,Camalote,Office Supplies,182.54,11,Mixed,5,5,1.0,Medium,Somewhat Sensitive,1,1,High,Tablet,Cash,2024-08-21,False,False,Need-based,Standard,13,Unknown,18-25
89-249-8369,23,Female,High,Widowed,Bachelor's,High,Julayjilah,Furniture,465.48,3,Mixed,3,3,2.0,Medium,Very Sensitive,1,8,Medium,Tablet,Cash,2024-06-21,False,False,Wants-based,No Preference,1,Unknown,18-25
85-366-1482,31,Female,Middle,Married,High School,Middle,Badajoz,Health Care,224.52,8,Mixed,3,3,2.0,Low,Not Sensitive,1,5,High,Desktop,Credit Card,2024-11-29,True,False,Impulsive,Express,1,ES,26-35
34-874-7357,21,Male,High,Widowed,Master's,Middle,Fort Wayne,Beauty & Personal Care,281.37,12,Online,2,3,2.0,Low,Very Sensitive,0,2,Low,Smartphone,Debit Card,2024-01-02,False,True,Impulsive,Express,14,US,18-25
90-363-8040,27,Male,High,Divorced,Bachelor's,Middle,"Hospitalet De Llobregat, L'",Health Care,483.23,7,Online,2,4,2.0,Medium,Somewhat Sensitive,0,5,High,Smartphone,PayPal,2024-12-19,True,False,Impulsive,Express,9,Unknown,26-35
98-376-8787,36,Male,High,Married,Master's,Middle,Pho Duc,Electronics,85.52,7,Mixed,1,5,0.0,Medium,Somewhat Sensitive,1,3,Low,Smartphone,Other,2024-10-31,False,True,Planned,No Preference,7,Unknown,36-45
04-829-7037,48,Other,High,Married,High School,High,Yaguaraparo,Arts & Crafts,70.42,11,Online,4,5,1.0,High,Not Sensitive,2,7,Low,Desktop,Other,2024-10-01,False,True,Need-based,Express,14,Unknown,46-55
93-455-0576,23,Female,Middle,Widowed,Master's,Middle,Novoorsk,Toys & Games,437.4,6,Mixed,1,4,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,Credit Card,2024-06-16,False,False,Planned,Express,1,Unknown,18-25
84-637-9188,35,Male,Middle,Divorced,Bachelor's,Middle,Wuyang,Jewelry & Accessories,207.11,4,Mixed,1,4,2.0,High,Not Sensitive,0,1,Low,Tablet,Other,2024-03-28,True,False,Need-based,No Preference,2,CN,26-35
77-401-8183,30,Female,High,Divorced,High School,High,Phúc Thọ,Baby Products,349.0,10,Mixed,3,5,1.0,Low,Not Sensitive,1,5,Low,Desktop,PayPal,2024-01-15,False,True,Planned,No Preference,10,Unknown,26-35
01-484-8220,38,Male,Middle,Married,Bachelor's,Middle,Vsevolozhsk,Hotels,330.27,3,In-Store,3,2,1.0,High,Not Sensitive,1,9,High,Smartphone,Other,2024-02-10,True,False,Impulsive,No Preference,9,RU,36-45
11-121-0709,42,Male,Middle,Married,Master's,Middle,Kara Suu,Health Supplements,410.29,10,Online,2,4,1.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,2024-09-02,True,False,Planned,Express,1,KG,36-45
36-649-0081,24,Female,High,Divorced,Master's,Middle,Beigucheng,Hotels,400.86,7,Online,3,3,1.0,High,Very Sensitive,1,7,Low,Smartphone,Credit Card,2024-09-12,True,False,Planned,No Preference,5,Unknown,18-25
75-526-2611,36,Female,High,Widowed,Master's,High,Yamaga,Beauty & Personal Care,273.48,12,Online,5,3,2.0,Low,Very Sensitive,0,5,Medium,Smartphone,Other,2024-01-22,True,False,Wants-based,Express,5,JP,36-45
72-339-1854,19,Other,High,Single,Master's,Middle,Sacramento,Furniture,363.84,11,Online,3,2,1.0,Low,Not Sensitive,0,3,Medium,Desktop,Cash,2024-08-30,True,False,Impulsive,Express,5,US,18-25
24-591-4327,35,Male,High,Divorced,High School,High,Nowe Brzesko,Animal Feed,317.09,6,Online,1,1,1.0,High,Not Sensitive,2,2,High,Desktop,Other,2024-04-11,True,False,Impulsive,Standard,4,Unknown,26-35
51-431-7150,41,Female,Middle,Widowed,Bachelor's,Middle,Shiqiao,Furniture,84.15,10,In-Store,1,3,1.0,High,Not Sensitive,2,1,High,Desktop,PayPal,2024-11-03,True,True,Impulsive,Standard,1,CN,36-45
29-438-8126,36,Female,Middle,Single,High School,High,Pasirmadang,Packages),462.48,11,Online,1,3,0.0,Medium,Very Sensitive,2,2,Low,Smartphone,Debit Card,2024-03-31,False,False,Planned,Express,12,Unknown,36-45
68-201-1633,33,Male,Middle,Married,Bachelor's,High,Maño,Software & Apps,449.18,3,Mixed,5,3,2.0,Medium,Somewhat Sensitive,0,8,High,Tablet,Credit Card,2024-03-21,True,True,Wants-based,Standard,10,Unknown,26-35
83-714-9649,28,Female,Middle,Widowed,Bachelor's,Middle,Harstad,Home Appliances,226.53,3,Online,3,1,1.0,High,Not Sensitive,1,10,Medium,Desktop,PayPal,2024-08-02,True,False,Wants-based,No Preference,13,NO,26-35
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,218.32,2,Mixed,5,3,0.0,High,Not Sensitive,2,7,Low,Desktop,PayPal,2024-09-24,False,False,Need-based,Express,3,ID,18-25
90-918-2833,48,Female,High,Widowed,High School,High,Soroti,Furniture,132.67,7,In-Store,2,5,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,2024-12-18,True,False,Impulsive,Express,1,UG,46-55
53-409-1176,26,Male,High,Single,Master's,High,Caruaru,Arts & Crafts,416.96,7,In-Store,5,1,1.0,High,Not Sensitive,0,1,High,Tablet,Other,2024-05-25,False,False,Planned,Express,7,BR,26-35
52-491-3386,39,Female,High,Married,Master's,Middle,Kamiennik,Arts & Crafts,459.51,7,In-Store,1,2,2.0,High,Not Sensitive,0,5,Medium,Tablet,Debit Card,2024-01-05,True,False,Need-based,No Preference,11,Unknown,36-45
41-816-7753,22,Male,Middle,Divorced,High School,High,Götene,Toys & Games,150.11,7,Mixed,4,4,1.5,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,2024-07-23,True,False,Wants-based,Standard,8,Unknown,18-25
68-296-5978,36,Male,High,Married,High School,Middle,Kadumelati,Hotels,218.87,5,Mixed,4,3,0.0,Medium,Very Sensitive,0,4,Medium,Smartphone,Cash,2024-09-18,True,False,Planned,No Preference,11,Unknown,36-45
03-874-9055,29,Female,Middle,Married,Bachelor's,High,Amparo,Mobile Accessories,437.06,7,In-Store,3,5,2.0,Low,Very Sensitive,0,6,Low,Smartphone,Cash,2024-03-09,False,False,Impulsive,Express,11,BR,26-35
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Groceries,485.76,10,In-Store,3,4,0.0,Medium,Somewhat Sensitive,0,4,High,Desktop,Debit Card,2024-06-03,True,True,Wants-based,No Preference,4,Unknown,36-45
53-865-9342,27,Female,High,Single,Bachelor's,High,Poste de Flacq,Books,242.57,7,In-Store,1,1,1.0,Low,Not Sensitive,0,10,Low,Smartphone,PayPal,2024-10-05,True,False,Wants-based,No Preference,1,Unknown,26-35
79-052-8470,35,Male,Middle,Widowed,High School,High,Ţawr al Bāḩah,Arts & Crafts,303.13,2,Online,1,1,1.0,High,Not Sensitive,0,7,Medium,Desktop,Debit Card,2024-01-04,False,True,Need-based,Standard,10,Unknown,26-35
86-359-7320,43,Female,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,136.1,5,In-Store,3,5,2.0,Low,Very Sensitive,0,2,High,Tablet,Debit Card,2024-02-27,False,True,Planned,Express,14,Unknown,36-45
27-111-2242,40,Other,High,Single,Bachelor's,Middle,Jembangan,Electronics,249.02,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,2024-10-01,True,True,Planned,Express,14,Unknown,36-45
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,466.74,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,2024-12-11,True,True,Need-based,Express,5,Unknown,18-25
96-496-9833,30,Female,High,Single,High School,High,Lañgub,Packages),450.52,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,2024-01-13,True,True,Need-based,No Preference,8,Unknown,26-35
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,246.44,4,Mixed,3,1,1.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,2024-09-17,False,True,Wants-based,No Preference,5,Unknown,26-35
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Groceries,137.75,6,Online,3,3,2.0,High,Very Sensitive,0,1,Medium,Smartphone,Cash,2024-09-09,False,True,Need-based,No Preference,4,Unknown,26-35
27-571-9402,44,Female,Middle,Married,Master's,Middle,São Torcato,Home Appliances,78.64,5,Mixed,3,4,2.0,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,2024-05-26,True,False,Planned,Standard,12,Unknown,36-45
41-602-4042,47,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,363.91,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,2024-01-07,True,True,Planned,Standard,9,NO,46-55
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Travel & Leisure (Flights,304.79,12,In-Store,2,4,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,2024-01-07,True,True,Wants-based,Standard,10,JP,36-45
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Books,249.6,7,Mixed,4,1,1.0,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,2024-05-11,True,False,Wants-based,Standard,11,PL,46-55
74-022-7557,19,Male,High,Married,Bachelor's,Middle,Wŏnsan,Electronics,345.04,12,In-Store,1,5,1.0,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,2024-10-16,True,True,Planned,Express,13,KP,18-25
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,461.81,12,Mixed,4,3,0.0,Medium,Very Sensitive,0,8,Low,Desktop,Other,2024-06-07,True,False,Wants-based,No Preference,8,DE,26-35
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,280.88,4,Mixed,3,4,1.0,High,Not Sensitive,0,2,High,Smartphone,Credit Card,2024-05-05,True,True,Planned,No Preference,2,Unknown,26-35
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,283.7,8,Mixed,2,5,1.0,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,2024-02-29,False,False,Impulsive,Express,8,CN,36-45
83-752-5439,28,Female,Middle,Married,Master's,High,Mulhouse,Gardening & Outdoors,399.24,7,In-Store,4,2,1.0,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,2024-06-21,False,False,Need-based,Standard,10,FR,26-35
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Jewelry & Accessories,90.79,12,In-Store,4,1,2.0,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,2024-09-16,False,False,Planned,No Preference,6,Unknown,26-35
